trail_id,summer_temp,winter_temp,annual_rain,annual_snow
10029823,25.8,-13.8,162.02,236.089
10264663,21.696,10.004,235.89,0
10333949,25.796,-15.7,112.67,400.932
10264665,21.196,9.504,235.89,0
10314574,36.7,-2.4,96.14,1.96
10031264,38.2,-1.296,96.14,1.96
10407847,34.5,-4.296,125.23,8.099
10270224,25.8,-15.7,112.67,400.932
10112030,27.4,-11.596,276.65,223.496
10037317,26.8,-12.196,276.65,223.496
10313394,24.1,-16.9,186.36,406.644
10236122,29.2,-12.5,374.89,416.094
10319722,33.5,-7.9,682.85,216.02
10263526,28.6,-3.7,1380.08,141.064
10405507,29.5,8.2,290.85,0
10042158,38.1,-1.296,96.14,1.96
10257650,31.8,-9.6,728.89,305.102
10252780,35.9,-2.696,279.34,36.862
10031504,41.896,-2.596,92.35,11.907
10359192,27.4,-11.596,355.03,280.693
10309528,22.6,-18.6,229.22,365.099
10273340,40.796,1.308,132.67,0.21
10037283,32.7,-8.8,682.85,216.02
10322676,32.9,-8.5,682.85,216.02
10258641,41.2,1.1,97.78,2.737
10027101,30.8,-9.796,374.89,416.094
10039656,36.5,-2.7,125.23,8.099
10040336,30,-9,404.97,138.355
10273345,41.2,1.1,97.78,2.737
10368984,25.7,-15.8,112.67,400.932
10323769,33.4,-8,682.85,216.02
10026766,39.2,0.504,132.67,0.21
10393687,28.2,-10.9,355.03,280.693
10034166,21.696,10.004,235.89,0
10033201,38.6,-4.1,111.61,15.274
10335590,27.9,-11.2,355.03,280.693
10020789,38.796,-4,79.57,3.143
10302879,49.196,5.2,79.63,0.525
10269471,39.8,-0.096,128.74,5.411
10236132,29.6,-11.8,374.89,416.094
10484544,26.8,-12.196,276.65,223.496
10039961,26.6,-14.8,374.89,416.094
10258332,38.596,0.2,339.61,0.084
10345726,27.7,-11.4,355.03,280.693
10258334,38.5,0.5,392.09,0.049
10310470,40.5,0.4,96.14,1.96
10313020,25.7,-16.496,112.67,400.932
10313072,48.3,4.6,79.63,0.525
10454609,32.9,-8.5,682.85,216.02
10270271,35.396,-5.496,94.42,4.123
10348128,33.5,-7.9,682.85,216.02
10318368,27.7,-11.4,355.03,280.693
10270059,40.3,-1.696,101.9,3.29
10342905,31.7,-9.2,355.03,280.693
10364030,28.4,-13,374.89,416.094
10316154,23.9,-17.2,125.29,544.649
10036294,42.3,-1.892,87.29,4.641
10236138,26,0.5,1535.08,60.739
10033164,27.4,-11.596,355.03,280.693
10350195,25.8,-15.7,112.67,400.932
10414982,34.996,-5.896,94.42,4.123
10320138,32.1,-9.4,728.89,305.102
10305513,37.1,-2,96.14,1.96
10315406,41.7,0.704,109.11,0.189
10027732,29.3,-12.4,374.89,416.094
10358333,22,8.3,254.88,0
10316793,31.6,-9.3,355.03,280.693
10311983,35.2,-3.596,125.23,8.099
10257654,26.4,-15.2,290.12,523.88
10006900,29.7,-11.4,374.89,416.094
10028862,29.6,-11.8,374.89,416.094
10016753,49.196,5.2,79.63,0.525
10034008,38.5,-4.296,79.57,3.143
10259114,29,-14.9,330.39,482.699
10259147,40.8,1.404,132.67,0.21
10032078,32.6,-5.4,363.44,87.15
10037321,32,-8.9,585.85,160.713
10271700,26.3,-15.896,229.37,551.698
10258349,37,0.3,329.41,0.413
10026970,31.6,-9.3,355.03,280.693
10273342,43,1.7,106.37,0.07
10259115,25.796,-15.7,112.67,400.932
10467877,26.3,-12.696,276.65,223.496
10400638,39.1,0.304,132.67,0.21
10312298,36.396,-0.5,273.61,0.63
10269763,43.896,1.404,79.63,0.525
10419777,26.3,-15.996,229.37,551.698
10272277,25.8,-13.8,162.02,236.089
10037386,47.7,4.304,84.71,0.308
10312628,25.8,-15.7,112.67,400.932
10267412,25.8,-15.7,112.67,400.932
10506284,26.2,-16.096,229.37,551.698
10264670,21.696,10.004,235.89,0
10270902,33.6,-7.8,682.85,216.02
10334875,22.596,-17.896,125.29,544.649
10302606,43,-0.796,79.63,0.525
10031729,27.5,-2,1205.83,84.196
10013404,28.4,-13,374.89,416.094
10271175,37.2,-2,125.23,8.099
10027507,25.8,-15.7,112.67,400.932
10270272,49.2,5.2,79.63,0.525
10369327,37.2,-2.296,125.23,8.099
10031643,30.4,-12.7,374.89,416.094
10259022,33.5,-7.9,682.85,216.02
10478855,36,-2.596,125.23,8.099
10309880,26,-16.196,112.67,400.932
10300210,33.6,-7.9,682.85,216.02
10035715,28.5,-12.4,484.99,432.971
10258329,38.596,0.2,339.61,0.084
10270273,47.1,1.904,79.63,0.525
10252779,36.6,-2.6,125.23,8.099
10035754,31.9,-9,585.85,160.713
10263522,23.3,3.8,1272.1,30.779
10355861,29.6,-11.5,374.89,416.094
10388810,44.9,3.3,87.81,0.161
10336696,25.3,-15.9,229.37,551.698
10257651,27.8,-13.196,330.39,482.699
10038503,31.3,-9.6,374.89,416.094
10356648,25.8,-15.7,112.67,400.932
10020646,47.5,4.104,84.71,0.308
10343125,27.4,-11.596,276.65,223.496
10257620,37.2,-2.596,125.23,8.099
10033123,25.8,-16.296,112.67,400.932
10111638,36.7,-2.4,96.14,1.96
10021733,48,4.704,84.71,0.308
10259013,42.2,1.2,109.58,0.091
10273218,33.6,-7.8,682.85,216.02
10262825,35.196,-4.2,608.11,39.592
10304145,25.3,1.4,1433.99,34.314
10269469,39.496,-0.4,128.74,5.411
10263616,31.6,-9.3,355.03,280.693
10319970,27.3,-11.696,335.86,371.133
10027515,22.696,-17.796,125.29,544.649
10032086,25.8,-13.8,162.02,236.089
10027565,24.6,-16.8,229.22,365.099
10269463,36.3,-2.4,125.23,8.099
10268353,22.9,-17.196,186.36,406.644
10027721,29.7,-11.7,374.89,416.094
10270279,40.6,-1,96.6,4.55
10022580,33.5,-11.4,207.71,102.403
10400643,39.2,0.504,132.67,0.21
10311964,35.2,-3.596,125.23,8.099
10038390,24.6,-16.8,229.22,365.099
10266321,25.6,3.2,1433.99,34.314
10041493,31.3,-9.6,374.89,416.094
10264127,29.3,-11.5,520.06,385.084
10262823,27.4,-11.596,276.65,223.496
10312153,25.7,-15.8,112.67,400.932
10002139,25.8,-15.7,112.67,400.932
10420957,33.996,-7.596,823.94,98.406
10267055,27.7,-11.296,355.03,280.693
10294566,26.3,-15.896,229.37,551.698
10269474,37,-2.1,96.14,1.96
10371837,47.1,1.904,79.63,0.525
10270249,49.2,5.2,79.63,0.525
10040302,29.296,-12.096,484.99,432.971
10027722,29.6,-11.8,374.89,416.094
10037320,25.6,-14,279.92,415.639
10264130,28,-13.5,330.39,482.699
10291229,28.996,-12.396,484.99,432.971
10418330,31.6,-9.3,355.03,280.693
10259085,27.3,-16.6,99.58,290.843
10528381,37.2,-2.5,491.92,2.94
10344453,27.4,-11.596,276.65,223.496
10264672,21.7,10.1,235.89,0
10341188,32.9,-8.5,682.85,216.02
10336074,26,-16.196,112.67,400.932
10038496,28.3,-13.1,374.89,416.094
10320139,32.1,-9.4,728.89,305.102
10314387,24.6,-16.8,229.22,365.099
10299404,32.4,-8.5,585.85,160.713
10478797,40.8,1.404,132.67,0.21
10269467,37.1,-2.3,125.23,8.099
10022053,35.3,-4.096,115.03,18.732
10264120,27.396,-15.196,290.12,523.88
10396556,47.396,3.4,79.63,0.525
10018608,37.3,-3.8,96.37,13.426
10264122,28.996,-12.396,484.99,432.971
10396557,47.396,3.4,79.63,0.525
10315438,30.1,-10.996,374.89,416.094
10259106,33.5,-7.9,682.85,216.02
10472836,29.1,-12.6,374.89,416.094
10269465,36,-2.596,125.23,8.099
10042325,27.7,-11.296,355.03,280.693
10270254,47.1,1.904,79.63,0.525
10332210,28,-11.1,355.03,280.693
10031446,22.3,11.4,163.39,0
10257652,27.8,-13.196,330.39,482.699
10308381,28,-13.5,330.39,482.699
10258344,36.4,-0.4,273.61,0.63
10483854,39.8,-0.096,128.74,5.411
10388993,47.7,4.304,84.71,0.308
10040394,34.7,-4.5,115.03,18.732
10293872,26.4,-15.2,290.12,523.88
10335544,22.796,-17.596,125.29,544.649
10257653,32.3,-9.2,728.89,305.102
10003914,29.2,-12.5,374.89,416.094
10257658,26.496,-15.2,290.12,523.88
10257676,31.8,-9.6,728.89,305.102
10336695,33,-8.396,682.85,216.02
10372809,24.4,-16.1,279.92,415.639
10327774,27.8,-13.196,330.39,482.699
10517641,30.5,-12.6,374.89,416.094
10462912,44.9,2.1,96.6,4.55
10111637,41.896,2.4,109.11,0.189
10261704,34.8,-5.4,128.17,38.801
10270286,44,2.4,87.81,0.161
10351113,31.6,-10.2,728.89,305.102
10257657,26.496,-15.2,290.12,523.88
10331143,33.996,-7.596,823.94,98.406
10310060,22.7,-18.6,229.22,365.099
10369012,26.4,-15.2,290.12,523.88
10480470,28.996,-12.396,484.99,432.971
10327394,32.3,-9.2,728.89,305.102
10003613,22.3,11.4,163.39,0
10290223,29.2,-15.5,107.54,193.935
10259149,38.2,-1.3,96.14,1.96
10316147,39.096,-3,98.33,8.071
10297082,25.8,-15.7,112.67,400.932
10258330,38.596,0.2,339.61,0.084
10484490,28.2,-10.9,355.03,280.693
10484535,31.6,-9.3,355.03,280.693
10039797,32.4,-9.1,728.89,305.102
10383306,29.3,-15.4,107.54,193.935
10483742,44.996,-0.8,79.63,0.525
10420666,31.6,-9.3,355.03,280.693
10523443,32,-8.7,728.89,305.102
10428358,26.4,-15.2,290.12,523.88
10257656,26.4,-15.2,290.12,523.88
10485496,43.7,1.6,84.56,1.484
10527706,29.6,-11.8,374.89,416.094
10522184,33.6,-7.9,682.85,216.02
10467435,36.9,-9.096,126.94,96.019
10540716,29.5,8.2,290.85,0
10541145,39.496,-0.4,128.74,5.411
10015941,22.1,11.2,163.39,0
10527108,33.7,-7.8,682.85,216.02
10501331,26.1,-15.3,191.64,263.102
10541171,41.3,0.7,132.67,0.21
10541099,38.3,-1.1,96.14,1.96
10541084,43,2,106.37,0.07
10541116,35.7,-2.896,125.23,8.099
10541144,35.1,-3.6,125.23,8.099
10497238,33.5,-7.9,682.85,216.02
10458560,34.8,-5.7,128.17,38.801
10483879,22.596,-17.896,125.29,544.649
10461840,41.3,-2.2,65.7,2.912
10258991,23.396,3.804,1272.1,30.779
10540136,29.2,-12.5,374.89,416.094
10541335,28.2,-13.3,330.39,482.699
10545116,26.3,-15.996,229.37,551.698
10026705,24.2,-21.1,255.65,257.348
10235688,24.196,-21.796,255.65,257.348
10008208,26.9,-20.396,428.95,213.017
10012319,24.196,-21.796,255.65,257.348
10031204,24.196,-21.796,255.65,257.348
10026711,23.896,-22.096,255.65,257.348
10264164,24.2,-21.1,255.65,257.348
10238357,24.2,-21.1,255.65,257.348
10235698,25.1,-21.4,414.49,216.804
10035513,26.1,-20.4,539.77,223.349
10010318,25.1,-21.4,223.03,249.599
10041185,23.696,-22.296,255.65,257.348
10031203,24.196,-21.796,255.65,257.348
10043053,26.8,-20.3,562.36,234.976
10249728,27,-20.296,428.95,213.017
10112141,23.796,-22.196,255.65,257.348
10028391,25.1,-21.4,414.49,216.804
10238728,24.296,-21.696,255.65,257.348
10235677,27,-20.1,562.36,234.976
10235706,21.3,-23.5,286.53,281.204
10030658,26.3,-22,562.36,234.976
10011242,24.2,-21.1,255.65,257.348
10026708,25.8,-21.3,539.77,223.349
10035508,25.7,-20.496,539.77,223.349
10111552,23.696,-22.296,255.65,257.348
10003209,24.2,-21.1,255.65,257.348
10037044,24.2,-21.1,255.65,257.348
10028402,29.5,-18.8,188.27,103.012
10235697,23.696,-22.296,255.65,257.348
10041193,25.9,-20.6,539.77,223.349
10235739,24.2,-21.1,255.65,257.348
10235712,26.3,-22,562.36,234.976
10003950,26.3,-20.3,539.77,223.349
10235699,25.9,-20.6,539.77,223.349
10317586,24.196,-21.796,255.65,257.348
10041187,26,-21.1,539.77,223.349
10026713,27,-20.296,428.95,213.017
10038099,25.1,-21.4,414.49,216.804
10292656,23.696,-22.296,255.65,257.348
10026702,20,-24.6,286.53,281.204
10012254,26,-21.1,539.77,223.349
10297828,25.9,-20.6,539.77,223.349
10291251,24.2,-21.1,255.65,257.348
10033941,23.796,-22.196,255.65,257.348
10235681,24.196,-21.796,255.65,257.348
10033876,32.1,-19.3,278.39,108.675
10235802,26.9,-20.396,428.95,213.017
10002801,26,-21.1,539.77,223.349
10363771,24.2,-21.1,255.65,257.348
10001492,25.1,-21.4,414.49,216.804
10293112,24.2,-21.1,255.65,257.348
10005393,25.9,-20.6,539.77,223.349
10293307,24.2,-21.1,255.65,257.348
10258578,26.9,-20.2,562.36,234.976
10235741,26.3,-22,562.36,234.976
10030593,28.1,-23.396,178.65,225.372
10320915,26.9,-20.396,428.95,213.017
10272716,25.196,-20.996,414.49,216.804
10000412,26.196,-19.6,223.03,249.599
10010458,24.7,-21.496,223.03,249.599
10106086,32.4,-19,278.39,108.675
10289358,24.196,-21.796,255.65,257.348
10235810,25.296,-20.896,414.49,216.804
10248248,23.696,-22.296,255.65,257.348
10296119,24.2,-21.1,255.65,257.348
10263499,26.9,-20.396,428.95,213.017
10264059,19.4,-25.2,286.53,281.204
10290799,23.696,-22.296,255.65,257.348
10033934,18.8,-25.8,286.53,281.204
10031845,29.2,-19.1,188.27,103.012
10235769,25.1,-21.4,414.49,216.804
10284205,24.2,-21.1,255.65,257.348
10267490,25.1,-21.5,414.49,216.804
10033889,28.496,-23.1,178.65,225.372
10259076,28.496,-23.1,178.65,225.372
10018356,29.3,-19,188.27,103.012
10031830,26,-21.1,539.77,223.349
10293115,24.196,-21.796,255.65,257.348
10271463,25.1,-21.4,223.03,249.599
10235788,26.8,-20.496,428.95,213.017
10249822,29.2,-22.4,250.26,180.782
10299305,24.1,-21.2,255.65,257.348
10007866,20.8,-23.8,286.53,281.204
10111780,20.8,-23.8,286.53,281.204
10277364,26.8,-20.3,562.36,234.976
10274329,26.9,-20.396,428.95,213.017
10250371,25.196,-20.996,414.49,216.804
10030653,24.8,-21.4,223.03,249.599
10038088,22.6,-24.396,286.53,281.204
10241603,26.1,-21,539.77,223.349
10013526,25.9,-20.6,539.77,223.349
10002585,25.7,-20.496,539.77,223.349
10255921,32.5,-18.9,278.39,108.675
10270326,23.696,-22.296,255.65,257.348
10008051,26.3,-20.8,539.77,223.349
10236189,29.1,-22.9,250.26,180.782
10248242,19.5,-25.1,286.53,281.204
10017559,25.9,-20.6,539.77,223.349
10254185,26.7,-20.4,539.77,223.349
10258922,29.5,-18.8,188.27,103.012
10018316,29.2,-22.8,250.26,180.782
10258930,29.2,-22.8,250.26,180.782
10258323,23.696,-22.296,255.65,257.348
10008056,29,-19.692,229.34,161.819
10239321,25.296,-20.896,414.49,216.804
10279359,24.2,-21.1,255.65,257.348
10240894,26.9,-20.396,428.95,213.017
10235711,26.3,-22,562.36,234.976
10263386,26.8,-20.3,562.36,234.976
10263389,26,-20.5,539.77,223.349
10275682,26.3,-21.996,562.36,234.976
10272876,28.496,-23.1,178.65,225.372
10265217,19.8,-24.8,286.53,281.204
10264634,25.3,-21.896,147.31,244.223
10236182,28.1,-23.496,178.65,225.372
10265442,21.6,-23.3,286.53,281.204
10002501,32.4,-19,278.39,108.675
10266708,25.3,-21.2,539.77,223.349
10289369,26.8,-20.3,562.36,234.976
10030657,21.3,-23.5,286.53,281.204
10344418,20.8,-23.8,286.53,281.204
10017560,25.1,-21.4,414.49,216.804
10289234,24.2,-21.1,255.65,257.348
10314923,26.9,-20.2,562.36,234.976
10028396,26.5,-20.6,539.77,223.349
10002944,25.296,-20.896,414.49,216.804
10038098,23.796,-22.196,255.65,257.348
10236179,23.7,-22.096,298.29,142.562
10039066,31.6,-18.6,278.39,108.675
10264641,27.9,-23.596,196.14,210.28
10031837,26.2,-20.9,539.77,223.349
10274038,23.996,-21.996,200.87,236.768
10267446,26,-21.1,539.77,223.349
10268030,26.3,-20.8,539.77,223.349
10264716,27,-20.1,562.36,234.976
10236038,31.5,-19.396,304.46,146.643
10266319,25.1,-21.4,414.49,216.804
10006227,25.7,-20.496,539.77,223.349
10235791,26.8,-20.496,428.95,213.017
10269076,25.7,-20.496,539.77,223.349
10030655,24.8,-21.4,223.03,249.599
10263500,26.4,-21.9,562.36,234.976
10026706,24.2,-21.1,255.65,257.348
10281307,25.5,-21.1,539.77,223.349
10258580,24.196,-21.796,255.65,257.348
10293283,24.1,-21.2,255.65,257.348
10028436,25.4,-21.996,298.29,142.562
10273673,23.896,-22.096,255.65,257.348
10236186,29,-22.6,250.26,180.782
10306840,25.7,-20.496,539.77,223.349
10236039,31.5,-19.396,304.46,146.643
10295603,26.7,-20.4,539.77,223.349
10004128,29.2,-19.1,188.27,103.012
10013832,25.9,-20.6,539.77,223.349
10290912,24.196,-21.796,255.65,257.348
10302787,24.196,-21.796,255.65,257.348
10236176,28.9,-19.4,188.27,103.012
10013322,26.7,-20.4,562.36,234.976
10000730,29,-19.596,229.34,161.819
10005709,25.7,-20.496,539.77,223.349
10348232,21.3,-23.5,286.53,281.204
10007989,29.3,-19.392,229.34,161.819
10028379,24.8,-21.4,223.03,249.599
10255924,30.5,-20.3,229.34,161.819
10012441,32.1,-19.3,278.39,108.675
10235811,26,-21.1,539.77,223.349
10288992,26.9,-20.2,562.36,234.976
10263505,24.1,-21.2,255.65,257.348
10310851,24.8,-21,286.53,281.204
10341169,26.9,-20.396,428.95,213.017
10235721,25.296,-20.896,414.49,216.804
10008311,26.8,-20.496,428.95,213.017
10008082,24.8,-21,286.53,281.204
10483902,24.196,-21.796,255.65,257.348
10351832,26,-20.5,539.77,223.349
10308121,25.3,-21.2,539.77,223.349
10042102,26.5,-21.796,562.36,234.976
10267072,27.1,-20,562.36,234.976
10303226,26.9,-20.396,428.95,213.017
10328652,28.896,-22.7,250.26,180.782
10263510,24.8,-21.4,223.03,249.599
10347650,21.3,-23.5,286.53,281.204
10001960,21.4,-23.4,286.53,281.204
10316689,25.8,-21.3,539.77,223.349
10299308,24.2,-21.1,255.65,257.348
10009217,28.9,-19.4,188.27,103.012
10002726,29.2,-19.1,188.27,103.012
10239051,28,-23.496,178.65,225.372
10006093,26,-21.1,539.77,223.349
10009678,23.696,-22.296,255.65,257.348
10009887,19.1,-25.5,286.53,281.204
10325732,27,-20.296,428.95,213.017
10267447,26,-21.1,539.77,223.349
10384471,27.3,-19.8,562.36,234.976
10255923,32.1,-19.3,278.39,108.675
10293388,28.2,-22.2,258.41,226.667
10352842,26.8,-20.3,562.36,234.976
10323206,31.796,-21.396,208.45,98.294
10415387,21.3,-23.5,286.53,281.204
10326635,26.9,-20.396,428.95,213.017
10328654,28.696,-22.9,178.65,225.372
10296253,26.4,-20.7,539.77,223.349
10236040,31.5,-19.396,304.46,146.643
10335093,20.8,-23.8,286.53,281.204
10325906,28.9,-22.7,250.26,180.782
10346961,29.3,-19,188.27,103.012
10325904,28.9,-22.7,250.26,180.782
10296245,25.396,-20.796,414.49,216.804
10033938,24.7,-21,174.97,250.138
10013146,25.3,-21.896,147.31,244.223
10505446,23.696,-22.296,255.65,257.348
10241201,27,-20.296,428.95,213.017
10331490,25.1,-21.4,414.49,216.804
10328659,28.896,-22.7,250.26,180.782
10333886,26.7,-20.4,539.77,223.349
10415389,21.3,-23.5,286.53,281.204
10325905,28.996,-22.6,250.26,180.782
10353375,25.1,-21.4,414.49,216.804
10233312,23.696,-22.296,255.65,257.348
10297065,27,-20.296,428.95,213.017
10003889,31.8,-19.6,304.46,146.643
10336110,24.8,-21.4,223.03,249.599
10328656,29.2,-22.8,250.26,180.782
10290968,22.3,-24.6,286.53,281.204
10325911,28.496,-23.1,178.65,225.372
10293306,24.8,-21.4,223.03,249.599
10258032,29.3,-19,188.27,103.012
10503810,24.196,-21.796,255.65,257.348
10327225,25.9,-20.6,539.77,223.349
10328707,25.1,-21.4,414.49,216.804
10506769,23.696,-22.296,255.65,257.348
10236195,28.796,-22.8,250.26,180.782
10301761,23.696,-22.296,255.65,257.348
10267489,25.1,-21.5,414.49,216.804
10336304,25.9,-20.6,539.77,223.349
10415394,26.1,-20.5,539.77,223.349
10111550,20.8,-23.8,286.53,281.204
10505928,25.3,-21.2,539.77,223.349
10486536,25.7,-20.496,539.77,223.349
10456353,27.9,-23.596,178.65,225.372
10008197,25.296,-20.896,414.49,216.804
10340524,22.3,-24.6,286.53,281.204
10296241,25.7,-20.496,539.77,223.349
10500519,26.1,-21,539.77,223.349
10515687,26,-21.1,539.77,223.349
10361121,25.7,-21.4,539.77,223.349
10396877,25.496,-20.696,414.49,216.804
10507386,29.6,-18.7,188.27,103.012
10328712,27,-20.296,428.95,213.017
10487502,25.1,-21.4,223.03,249.599
10387901,25.496,-20.696,414.49,216.804
10345950,25.496,-20.696,414.49,216.804
10486777,25.7,-20.496,539.77,223.349
10415397,26.3,-20.3,539.77,223.349
10415362,20.1,-24.5,286.53,281.204
10325907,28.896,-22.7,250.26,180.782
10511605,21.3,-23.5,286.53,281.204
10370401,26.3,-20.3,539.77,223.349
10255922,32.2,-19.2,278.39,108.675
10523664,29.3,-19,188.27,103.012
10010273,21.4,-23.5,286.53,281.204
10535820,25.3,-21.3,414.49,216.804
10038836,34.296,8.904,1472.13,0
10001023,32.9,10.608,1176.51,0
10035361,33,2.208,1342.7,0.126
10003581,33.5,10.4,1198.2,0
10236004,32.8,10.512,1176.51,0
10017338,33.4,10.204,1198.2,0
10034730,32.2,12.3,1176.51,0
10016305,32.6,12.1,940.91,0
10016478,31.1,13.304,896.8,0
10025862,29.8,16.904,847.36,0
10002315,33.4,10.204,1198.2,0
10017967,32.9,10.608,1176.51,0
10111232,33,2.208,1342.7,0.126
10026433,32.6,12.1,940.91,0
10294502,32.2,12.3,1176.51,0
10013214,34.296,8.904,1472.13,0
10347885,32,12.4,1176.51,0
10005233,31.196,13.5,896.8,0
10015102,31.1,13.304,896.8,0
10013481,31.1,13.304,940.91,0
10030904,31.196,13.5,896.8,0
10236016,31.1,13.304,940.91,0
10236014,31.196,13.5,896.8,0
10267812,31.196,13.5,896.8,0
10003259,31.196,13.5,896.8,0
10013224,31.1,13.304,896.8,0
10267811,31.196,13.5,896.8,0
10021066,32.9,10,1125.72,0
10294501,32,12.4,1176.51,0
10395621,34.1,8.8,1472.13,0
10267870,31.1,13.304,940.91,0
10259207,34.5,-3.2,1145.42,3.654
10042890,30.9,-14.496,945.66,84.161
10018166,30.8,-14.596,988.26,68.985
10018164,31,-14.4,963.37,67.802
10033779,31,-14.4,963.37,67.802
10323594,31,-14.4,963.37,67.802
10338879,31.2,-14.9,963.37,67.802
10265729,31,-14.396,945.66,84.161
10249715,30.9,-14.4,963.37,67.802
10351455,31,-14.4,945.66,84.161
10018161,31.2,-14.9,963.37,67.802
10331078,31,-14.4,963.37,67.802
10496321,30.8,-14.596,988.26,68.985
10495796,30.9,-14.496,945.66,84.161
10337618,30.9,-14.496,963.37,67.802
10369418,31,-14.396,945.66,84.161
10496311,30.8,-14.596,1007.71,70.476
10236102,34.3,-7.6,1319.94,24.171
10234750,34.6,-7.396,1318.14,23.205
10028243,34.2,-7.296,1319.94,24.171
10236103,34.4,-7.5,1319.94,24.171
10003973,34.4,-7.4,1319.94,24.171
10236104,34.9,-6.9,1319.94,24.171
10039482,34.3,-7.6,1318.14,23.205
10268406,34.4,-7.4,1319.94,24.171
10023428,34.2,-7.796,1318.14,23.205
10236097,34.2,-7.796,1318.14,23.205
10269382,34.4,-7.5,1319.94,24.171
10039481,34.296,-7.7,1318.14,23.205
10272353,34.3,-7.6,1318.14,23.205
10269383,34.492,-7.1,1367.51,22.512
10236099,34,-7.8,1319.94,24.171
10236100,34.2,-7.6,1319.94,24.171
10288689,34.596,-7.4,1318.14,23.205
10339232,34.9,-6.9,1319.94,24.171
10236062,34.3,-7.6,1318.14,23.205
10037956,34.3,-7.6,1318.14,23.205
10030501,34.1,-7.7,1319.94,24.171
10236098,34.296,-7.7,1318.14,23.205
10041962,34.2,-8,1318.14,23.205
10037955,34.296,-7.7,1318.14,23.205
10474893,34.3,-7.6,1318.14,23.205
10382120,34.3,-7.6,1318.14,23.205
10033788,34.296,-7.7,1318.14,23.205
10039483,34.3,-7.5,1318.14,23.205
10006208,22.9,-14,955.82,149.891
10006042,22.4,-14.5,944.05,154.056
10241910,20.8,-13.496,927.21,153.678
10260660,21.3,-13.092,955.82,149.891
10010417,22.7,-14.2,927.21,153.678
10279767,22.9,-14.1,944.05,154.056
10235826,21.2,-13.192,955.82,149.891
10012621,21.3,-12.996,955.82,149.891
10260691,22.2,-14.7,927.21,153.678
10258661,23.3,-18.6,927.21,153.678
10000347,21,-13.296,927.21,153.678
10274864,23,-14,955.82,149.891
10016038,22.2,-14.7,927.21,153.678
10235832,21.3,-12.996,955.82,149.891
10011593,20.8,-13.592,927.21,153.678
10000030,22.9,-14.1,944.05,154.056
10016942,22.1,-14.8,927.21,153.678
10009072,23.2,-13.8,944.05,154.056
10277873,21.2,-13.096,955.82,149.891
10002987,21.3,-12.996,955.82,149.891
10015501,22.9,-14,955.82,149.891
10030291,23,-14.6,944.05,154.056
10007378,21.3,-13.092,955.82,149.891
10258677,21.1,-13.292,944.05,154.056
10014248,23.3,-18.6,927.21,153.678
10007829,22.9,-14,955.82,149.891
10356531,22.9,-14,955.82,149.891
10010045,22.3,-14.6,927.21,153.678
10355329,22.9,-14,955.82,149.891
10011223,20.9,-13.492,927.21,153.678
10013878,22.9,-14,944.05,154.056
10013403,20.8,-13.592,927.21,153.678
10007749,22.5,-14.4,927.21,153.678
10014845,22.2,-14.7,927.21,153.678
10258683,21.2,-13.192,955.82,149.891
10302636,20.7,-13.596,927.21,153.678
10289730,22.2,-14.7,927.21,153.678
10289978,21.2,-13.096,955.82,149.891
10235861,23,-14,955.82,149.891
10014213,20.8,-13.496,927.21,153.678
10009328,20.7,-13.596,927.21,153.678
10008614,22.1,-14.8,927.21,153.678
10000541,23.4,-14.2,955.82,149.891
10013499,22.9,-14.1,944.05,154.056
10007701,20.7,-13.596,927.21,153.678
10007431,22.9,-14,944.05,154.056
10235834,22.8,-14.1,927.21,153.678
10258957,23,-13.9,955.82,149.891
10322999,21.2,-13.192,955.82,149.891
10007964,23,-14,944.05,154.056
10003667,21.1,-13.196,944.05,154.056
10009027,20.7,-13.596,927.21,153.678
10258662,23,-14,955.82,149.891
10258969,22.9,-14,955.82,149.891
10009396,21.3,-13.092,955.82,149.891
10011012,22.1,-14.8,927.21,153.678
10013121,22.4,-14.5,927.21,153.678
10297173,22.2,-14.7,927.21,153.678
10258978,22.2,-14.7,927.21,153.678
10260690,23,-13.9,944.05,154.056
10009660,23,-14.6,944.05,154.056
10033567,20.8,-13.592,927.21,153.678
10010498,20.7,-13.596,927.21,153.678
10005044,22.8,-14.2,927.21,153.678
10291331,20.7,-13.692,927.21,153.678
10272276,26.1,-16.096,955.82,149.891
10028047,23,-14,944.05,154.056
10005452,23,-13.9,955.82,149.891
10241325,23.496,-14.496,927.21,153.678
10290537,22.4,-14.5,927.21,153.678
10258956,23,-13.9,955.82,149.891
10017247,20.9,-13.396,927.21,153.678
10017169,21.3,-13.092,955.82,149.891
10290655,20.8,-13.592,927.21,153.678
10235828,22.9,-14,944.05,154.056
10015098,22.6,-14.3,927.21,153.678
10258997,20.9,-13.396,927.21,153.678
10347877,22.9,-14,955.82,149.891
10242131,21.3,-13.092,955.82,149.891
10259004,25.1,-15.4,955.82,149.891
10279795,22.9,-14.1,944.05,154.056
10258673,22.8,-14.1,927.21,153.678
10014092,20.7,-13.596,927.21,153.678
10254744,21.1,-13.196,944.05,154.056
10258977,20.8,-13.592,927.21,153.678
10009579,21.3,-13.092,955.82,149.891
10319881,23,-14,955.82,149.891
10239622,20.9,-13.492,927.21,153.678
10356349,22.6,-14.3,927.21,153.678
10013918,22.1,-14.8,927.21,153.678
10006975,21.3,-13.092,955.82,149.891
10013411,25.496,-16.496,944.05,154.056
