trail_id,name,area_name,city_name,state_name,country_name,_geoloc,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,features,activities,units,lat,lng,summer_temp,winter_temp,annual_rain,annual_snow
10111638,Negro Hill Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.02376, 'lng': -116.07768}",2.6113,1770.274,129.8448,3,out and back,2.0,1.0,1,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i,34.02376,-116.07768,36.7,-2.4,96.14,1.9600000000000002
10021733,Johnson Canyon OHV Trail,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.09819, 'lng': -116.8455}",2.6064,37175.754,1596.8472,3,out and back,,0.0,0,"['dogs-no', 'views']",['off-road-driving'],i,36.09819,-116.8455,48.0,4.7040000000000015,84.71000000000001,0.308
10259013,Golden Bee Mine Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 33.92521, 'lng': -115.92883}",2.6032,6759.228,245.9736,7,out and back,1.0,4.0,1,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",i,33.92521,-115.92883,42.2,1.2,109.58000000000001,0.091
10273218,Yosemite Valley East Loop,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.74713, 'lng': -119.59064}",2.6017,65982.94,3649.98,7,loop,2.0,0.0,0,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i,37.74713,-119.59064,33.6,-7.8,682.85,216.01999999999998
10262825,Kaweah River Trail,Sequoia National Park,Three Rivers,California,United States,"{'lat': 36.52104, 'lng': -118.77138}",2.5781,35888.282,1725.7776,7,out and back,1.0,0.0,0,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'horseback-riding']",i,36.52104,-118.77138,35.196000000000005,-4.2,608.11,39.592000000000006
10304145,Tall Trees Access Road,Redwood National Park,Trinidad,California,United States,"{'lat': 41.20819, 'lng': -123.9933}",2.559,19312.08,583.9968,3,out and back,2.0,3.5,5,"['dogs-leash', 'forest', 'wildlife']","['birding', 'hiking', 'mountain-biking', 'nature-trips']",i,41.20819,-123.9933,25.3,1.4,1433.9900000000002,34.314
10269469,Morbid Mound Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.09317, 'lng': -116.15598}",2.5580000000000003,1287.472,35.9664,3,out and back,2.0,5.0,1,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,34.09317,-116.15598,39.496,-0.4,128.74,5.411
10263616,Avalanche Pass Trail to Roaring River Via Kanawyers Trail,Kings Canyon National Park,Hume,California,United States,"{'lat': 36.7947, 'lng': -118.58295}",2.5225,45705.256,2554.8336,7,out and back,2.0,5.0,1,"['dogs-no', 'forest', 'river', 'views']","['backpacking', 'camping', 'hiking']",i,36.7947,-118.58295,31.6,-9.3,355.03,280.693
10319970,Cabin Creek Trail,Sequoia National Park,Three Rivers,California,United States,"{'lat': 36.64663, 'lng': -118.81489}",2.5114,4023.35,119.7864,3,loop,2.0,3.0,1,"['forest', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i,36.64663,-118.81489,27.3,-11.696,335.86,371.133
10027515,Walker Lake Trail,Yosemite National Park,Lee Vining,California,United States,"{'lat': 37.89058, 'lng': -119.26233}",2.5081,25910.374,1215.8472,3,out and back,1.0,0.0,0,"['dogs-no', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i,37.89058,-119.26233,22.696000000000005,-17.796000000000003,125.28999999999999,544.649
10032086,Pinto Lake Trail,Sequoia National Park,Three Rivers,California,United States,"{'lat': 36.45331, 'lng': -118.5968}",2.5064,24140.1,1753.8192,5,out and back,2.0,5.0,1,"['dogs-no', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,36.45331,-118.5968,25.8,-13.8,162.02,236.089
10027565,Vidette Meadow Trail,Kings Canyon National Park,Independence,California,United States,"{'lat': 36.77253, 'lng': -118.34124}",2.5058,34439.876000000004,1788.8712,5,out and back,2.0,0.0,0,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,36.77253,-118.34124,24.6,-16.8,229.21999999999997,365.09900000000005
10269463,Candlestein Pass Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.01195, 'lng': -116.16811}",2.5003,6437.36,126.7968,1,out and back,2.0,4.0,2,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,34.01195,-116.16811,36.3,-2.4,125.22999999999999,8.099
10268353,Bishop Pass Trail,Kings Canyon National Park,Bishop,California,United States,"{'lat': 37.16922, 'lng': -118.56599}",2.4703,35083.612,1721.8152,5,out and back,3.0,4.5,2,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking']",i,37.16922,-118.56599,22.9,-17.195999999999998,186.35999999999999,406.644
10027721,Summit Lake to Kings Creek Trail,Lassen Volcanic National Park,Old Station,California,United States,"{'lat': 40.49803, 'lng': -121.42714}",2.4651,8207.634,194.7672,1,out and back,,4.0,1,"['dogs-no', 'forest', 'lake', 'kids']",['hiking'],i,40.49803,-121.42714,29.7,-11.7,374.89,416.09400000000005
10270279,Lower Telephone Canyon,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.48687, 'lng': -117.19928}",2.4162,7885.766,362.712,3,out and back,,0.0,0,"['dogs-no', 'views']",['hiking'],i,36.48687,-117.19928,40.6,-1.0,96.6,4.549999999999999
10022580,Bench Lake Trail,Kings Canyon National Park,Big Pine,California,United States,"{'lat': 37.00979, 'lng': -118.32743}",2.4142,35888.282,2202.7896,7,out and back,,4.0,1,"['dogs-no', 'lake', 'views', 'wildlife']","['backpacking', 'hiking', 'trail-running']",i,37.00979,-118.32743,33.5,-11.4,207.70999999999998,102.40300000000002
10400643,Mastodon Peak and Eagle Mountain,Joshua Tree National Park,Mecca,California,United States,"{'lat': 33.73717, 'lng': -115.81073}",2.3923,19794.882,832.7136,3,loop,2.0,5.0,1,"['views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",i,33.73717,-115.81073,39.2,0.5040000000000007,132.67000000000002,0.21000000000000002
10311964,Quail Mountain from Covington Crest Trailhead,Joshua Tree National Park,Joshua Tree,California,United States,"{'lat': 34.00958, 'lng': -116.3057}",2.3687,14162.192,580.9488,3,out and back,1.0,4.0,2,"['views', 'wild-flowers']","['backpacking', 'birding', 'hiking', 'nature-trips', 'walking']",i,34.00958,-116.3057,35.2,-3.5959999999999996,125.22999999999999,8.099
10038390,Junction Meadow Via Kearsarge Pass and Bubbs Creek Trails,Kings Canyon National Park,Independence,California,United States,"{'lat': 36.77249, 'lng': -118.34127}",2.3624,32186.8,1915.9728,5,out and back,2.0,4.0,2,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,36.77249,-118.34127,24.6,-16.8,229.21999999999997,365.09900000000005
10266321,The Farm Trail,Redwood National Park,Klamath,California,United States,"{'lat': 41.52675, 'lng': -124.07919}",2.3618,482.802,29.8704,1,loop,1.0,3.5,3,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,41.52675,-124.07919,25.6,3.2,1433.9900000000002,34.314
10041493,Dream Lake Trail,Lassen Volcanic National Park,Chester,California,United States,"{'lat': 40.44319, 'lng': -121.39741}",2.3458,2253.076,35.9664,1,out and back,,4.0,1,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['fishing', 'hiking', 'paddle-sports', 'walking', 'whitewater-kayaking', 'canoeing']",i,40.44319,-121.39741,31.3,-9.6,374.89,416.09400000000005
10264127,Sugar Pine Grove Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.76352, 'lng': -119.84258}",2.3375,8690.436,129.8448,1,out and back,1.0,2.0,1,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.76352,-119.84258,29.3,-11.5,520.0600000000001,385.084
10262823,Crescent Meadow to Tamarack Lake,Sequoia National Park,Three Rivers,California,United States,"{'lat': 36.55465, 'lng': -118.74871}",2.3312,46188.058,2685.8976,5,out and back,1.0,0.0,0,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'horseback-riding']",i,36.55465,-118.74871,27.4,-11.595999999999998,276.65,223.496
10312153,Tuolumne Meadows to Vogelsang Pass,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.87729, 'lng': -119.35326}",2.3277,33313.338,984.8088,5,out and back,3.0,3.0,1,"['dogs-no', 'forest', 'views']","['backpacking', 'camping', 'nature-trips']",i,37.87729,-119.35326,25.7,-15.8,112.66999999999999,400.93199999999996
10002139,John Muir Trail From Tioga Pass Road to the Merced River,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.87335, 'lng': -119.38266}",2.3185,26393.176,635.8128,5,point to point,2.0,5.0,1,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,37.87335,-119.38266,25.8,-15.7,112.66999999999999,400.93199999999996
10420957,Hetch Hechy Reservoir to Sierra Crest Backpacking Loop,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.94643, 'lng': -119.78756}",2.2955,142426.59,5573.8776,7,loop,2.0,4.0,1,"['dogs-no', 'forest', 'lake', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running', 'horseback-riding']",i,37.94643,-119.78756,33.996,-7.595999999999999,823.9400000000002,98.40599999999999
10267055,Bearpaw Meadow Via Paradise Ridge Trail,Sequoia National Park,Three Rivers,California,United States,"{'lat': 36.465090000000004, 'lng': -118.67092}",2.2945,42647.51,2570.988,3,out and back,,0.0,0,"['dogs-no', 'forest']",['hiking'],i,36.465090000000004,-118.67092,27.7,-11.296,355.03,280.693
10294566,Yosemite High Country Open Loop,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.82575, 'lng': -119.4701}",2.2848,68557.884,2681.9352,5,point to point,2.0,0.0,0,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i,37.82575,-119.4701,26.3,-15.896,229.36999999999998,551.698
10269474,Love Land Wash,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.00938, 'lng': -116.05554}",2.2786,4345.218,151.7904,1,loop,2.0,3.0,1,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,34.00938,-116.05554,37.0,-2.1,96.14,1.9600000000000002
10371837,Little Bridge Canyon Trail,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.60106, 'lng': -117.09666}",2.2756,9656.04,568.7568,5,out and back,1.0,4.0,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",i,36.60106,-117.09666,47.1,1.9040000000000006,79.63,0.525
10270249,Tule Springs,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.24328, 'lng': -116.88165}",2.2589,804.67,0.9144,1,out and back,,3.5,2,"['dogs-no', 'kids']","['hiking', 'walking']",i,36.24328,-116.88165,49.2,5.2,79.63,0.525
10040302,Clark Range Viewpoint,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.74499, 'lng': -119.80146}",2.222,4667.085999999998,66.7512,3,out and back,,2.5,2,"['dogs-no', 'views']","['hiking', 'snowshoeing']",i,37.74499,-119.80146,29.296000000000003,-12.095999999999998,484.98999999999995,432.971
10027722,Corral Meadow Loop Trail,Lassen Volcanic National Park,Old Station,California,United States,"{'lat': 40.48827, 'lng': -121.42236}",2.2192,15771.532,561.7464,3,out and back,,3.0,1,"['dogs-no', 'forest']",['hiking'],i,40.48827,-121.42236,29.6,-11.8,374.89,416.09400000000005
10037320,Rowell Trailhead to Comanche Meadows,Kings Canyon National Park,Stony Creek Village,California,United States,"{'lat': 36.72279, 'lng': -118.7653}",2.2062,20116.75,964.9968,5,out and back,2.0,0.0,0,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i,36.72279,-118.7653,25.6,-14.0,279.91999999999996,415.63899999999995
10264130,Westfall Meadows Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.67034, 'lng': -119.62806}",2.1597,5310.821999999999,97.8408,1,out and back,1.0,3.0,1,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.67034,-119.62806,28.0,-13.5,330.39,482.69900000000007
10291229,Tamarack Flat to Yosemite Valley,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.75212, 'lng': -119.73696}",2.155,25749.44,1084.7832,7,point to point,2.0,4.0,2,"['dogs-no', 'forest', 'views', 'waterfall']","['backpacking', 'camping', 'hiking']",i,37.75212,-119.73696,28.996000000000002,-12.396,484.98999999999995,432.971
10418330,Big SEKI Loop,Kings Canyon National Park,Hume,California,United States,"{'lat': 36.79608, 'lng': -118.58322}",2.1531,233676.168,10944.7584,7,loop,1.0,5.0,2,"['forest', 'views', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i,36.79608,-118.58322,31.6,-9.3,355.03,280.693
10259085,McCabe Lakes Trail,Yosemite National Park,Bridgeport,California,United States,"{'lat': 38.10867, 'lng': -119.27884}",2.1287,47958.332,1737.9696,3,out and back,2.0,0.0,0,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",i,38.10867,-119.27884,27.3,-16.6,99.58,290.84299999999996
10528381,Generals Highway Scenic Drive,Sequoia National Park,Three Rivers,California,United States,"{'lat': 36.48604, 'lng': -118.83767}",2.1094,73707.772,2566.7208,1,point to point,3.0,4.5,3,"['dogs-no', 'forest', 'kids', 'paved', 'river', 'views', 'wild-flowers', 'wildlife']","['road-biking', 'scenic-driving']",i,36.48604,-118.83767,37.2,-2.5,491.9200000000001,2.94
10344453,Tharp's Log and Huckleberry Trail Loop,Sequoia National Park,Three Rivers,California,United States,"{'lat': 36.55489, 'lng': -118.74907}",2.0796,3540.548,71.9328,1,loop,2.0,5.0,2,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['hiking', 'nature-trips']",i,36.55489,-118.74907,27.4,-11.595999999999998,276.65,223.496
10264672,Skunk Point Loop,Channel Islands National Park,Ventura,California,United States,"{'lat': 33.97871, 'lng': -120.01049}",2.075,9816.974,75.8952,1,loop,1.0,0.0,0,"['beach', 'cave', 'dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'surfing', 'walking']",i,33.97871,-120.01049,21.7,10.1,235.88999999999996,0.0
10341188,Wowona to Half Dome to Yosemite Valley,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.54839, 'lng': -119.634}",2.0733,51820.748,2477.7192,5,point to point,2.0,5.0,2,"['forest', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",i,37.54839,-119.634,32.9,-8.5,682.85,216.01999999999998
10336074,Vogelsang Basin Loop via John Muir Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.87196, 'lng': -119.34929}",2.0525,67592.28,2094.8904,3,loop,3.0,5.0,1,"['lake', 'river', 'views']","['backpacking', 'fishing']",i,37.87196,-119.34929,26.0,-16.195999999999998,112.66999999999999,400.93199999999996
10038496,Twin Meadows Trail,Lassen Volcanic National Park,Old Station,California,United States,"{'lat': 40.46002, 'lng': -121.47469}",2.0467,7563.898,226.7712,3,out and back,,2.0,1,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,40.46002,-121.47469,28.3,-13.1,374.89,416.09400000000005
10320139,Lake Eleanor to Laurel Lake,Yosemite National Park,Groveland,California,United States,"{'lat': 37.97386, 'lng': -119.88249}",2.041,29772.79,979.932,5,out and back,2.0,0.0,0,"['forest', 'lake', 'views', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i,37.97386,-119.88249,32.1,-9.4,728.8900000000001,305.102
10314387,Onion Valley to Horseshoe Meadows,Sequoia National Park,Independence,California,United States,"{'lat': 36.77252, 'lng': -118.34124}",2.0379,107182.044,5020.9704,5,point to point,2.0,0.0,0,"['forest', 'lake', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'fishing', 'hiking', 'nature-trips']",i,36.77252,-118.34124,24.6,-16.8,229.21999999999997,365.09900000000005
10299404,Deer Cove To Cedar Grove,Kings Canyon National Park,Cedar Grove,California,United States,"{'lat': 36.80398, 'lng': -118.71388}",2.0274,20438.618,1431.9504,7,point to point,1.0,5.0,1,"['forest', 'river', 'views']","['hiking', 'nature-trips']",i,36.80398,-118.71388,32.4,-8.5,585.85,160.71300000000002
10478797,Old Dale Road: Pinto Basin Road to Route 62,Joshua Tree National Park,Coolidge Springs,California,United States,"{'lat': 33.82808, 'lng': -115.75899}",2.0133,41520.972,252.984,3,point to point,2.0,5.0,3,"['views', 'wild-flowers', 'wildlife']",['off-road-driving'],i,33.82808,-115.75899,40.8,1.4040000000000006,132.67000000000002,0.21000000000000002
10269467,Negropolis Trail,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.0656, 'lng': -116.2294}",2.0031,2253.076,128.9304,1,out and back,2.0,0.0,0,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,34.0656,-116.2294,37.1,-2.3,125.22999999999999,8.099
10022053,Skidoo OHV Road,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.38589, 'lng': -117.15093}",1.9954,27680.648,496.824,3,out and back,1.0,0.0,0,"['views', 'wildlife']",['off-road-driving'],i,36.38589,-117.15093,35.3,-4.095999999999999,115.03,18.732
10264120,Yosemite Creek Trail to Yosemite Creek Campground,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.85196, 'lng': -119.57786}",1.9874,5632.69,97.8408,3,out and back,2.0,4.0,1,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.85196,-119.57786,27.396000000000004,-15.196,290.12,523.88
10396556,Manly Beacon via Zabriskie Point and Gower Gulch,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.42094, 'lng': -116.81009}",1.9866,5149.888,164.8968,3,loop,2.0,4.5,2,['views'],"['hiking', 'nature-trips', 'walking']",i,36.42094,-116.81009,47.396,3.4,79.63,0.525
10018608,Hidden Valley OHV Drive,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.75999, 'lng': -117.54233}",1.9826,47314.596,817.7784,3,out and back,2.0,4.0,1,"['kids', 'views']",['off-road-driving'],i,36.75999,-117.54233,37.3,-3.8,96.36999999999999,13.425999999999998
10264122,Cascade Creek from Tamarack Campground Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.75213, 'lng': -119.73697}",1.951,7081.096,236.8296,3,out and back,2.0,4.0,2,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'camping', 'hiking', 'nature-trips', 'walking']",i,37.75213,-119.73697,28.996000000000002,-12.396,484.98999999999995,432.971
10396557,"Red Canyon, Manly Beacon, Zabriskie Point Loop",Death Valley National Park,Death Valley,California,United States,"{'lat': 36.4208, 'lng': -116.81035}",1.9383,7563.898,358.7496,3,loop,2.0,3.5,3,['views'],"['hiking', 'nature-trips', 'walking']",i,36.4208,-116.81035,47.396,3.4,79.63,0.525
10315438,Raker Peak Loop,Lassen Volcanic National Park,Old Station,California,United States,"{'lat': 40.51578, 'lng': -121.4651}",1.9309,5793.624,346.8624,3,loop,1.0,5.0,1,"['forest', 'views']","['hiking', 'nature-trips', 'trail-running', 'walking']",i,40.51578,-121.4651,30.1,-10.995999999999999,374.89,416.09400000000005
10259106,Merced River High Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.73256, 'lng': -119.55788}",1.9262,75156.178,2644.7496,5,loop,2.0,0.0,0,"['dogs-no', 'forest', 'lake', 'partially-paved', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",i,37.73256,-119.55788,33.5,-7.9,682.85,216.01999999999998
10472836,Crystal Lake Trail,Lassen Volcanic National Park,Chester,California,United States,"{'lat': 40.45434, 'lng': -121.29614}",1.9222,1609.34,114.9096,3,out and back,1.0,5.0,2,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['camping', 'hiking', 'walking']",i,40.45434,-121.29614,29.1,-12.6,374.89,416.09400000000005
10269465,Reggie Dome,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.0409, 'lng': -116.18523}",1.9167,1448.406,15.8496,1,out and back,2.0,0.0,0,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,34.0409,-116.18523,36.0,-2.5959999999999996,125.22999999999999,8.099
10042325,Paradise Peak,Sequoia National Park,Three Rivers,California,United States,"{'lat': 36.46497, 'lng': -118.67094}",1.8604,15127.796,918.972,5,out and back,1.0,0.0,0,"['dogs-no', 'forest', 'views', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running']",i,36.46497,-118.67094,27.7,-11.296,355.03,280.693
10270254,Pride Rock,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.60836, 'lng': -117.14413}",1.8555,4023.35,3.9624,1,out and back,,0.0,0,"['dogs-no', 'kids']","['hiking', 'walking']",i,36.60836,-117.14413,47.1,1.9040000000000006,79.63,0.525
10332210,Huckleberry Trail to Alta Trail Loop,Sequoia National Park,Three Rivers,California,United States,"{'lat': 36.56486, 'lng': -118.77271}",1.8551,7081.096,252.984,3,loop,,4.0,1,"['forest', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",i,36.56486,-118.77271,28.0,-11.1,355.03,280.693
10031446,Santa Barbara Island Loop,Channel Islands National Park,Malibu,California,United States,"{'lat': 33.48152, 'lng': -119.02957}",1.8169,8851.37,329.7936,3,loop,,5.0,1,"['beach', 'dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'trail-running', 'sea-kayaking']",i,33.48152,-119.02957,22.3,11.4,163.39000000000001,0.0
10257652,South Fork of the Tuolumne Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.78432, 'lng': -119.74133}",1.8094,5149.888,191.7192,3,out and back,2.0,4.0,1,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.78432,-119.74133,27.8,-13.196,330.39,482.69900000000007
10308381,Pohono Trail via McGurk Meadow Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.67049, 'lng': -119.62791}",1.7862,24783.836,1265.8344,3,out and back,,4.0,2,"['dogs-no', 'forest', 'views']","['hiking', 'nature-trips', 'walking']",i,37.67049,-119.62791,28.0,-13.5,330.39,482.69900000000007
10258344,Visitor Contact Station to Vista Point,Pinnacles National Park,Paicines,California,United States,"{'lat': 36.47744, 'lng': -121.22545}",1.7763,482.802,13.716,1,out and back,,4.0,2,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",i,36.47744,-121.22545,36.4,-0.4,273.61,0.6300000000000001
10483854,Rattlesnake Canyon from Indian Cove Picnic Area,Joshua Tree National Park,Twentynine Palms,California,United States,"{'lat': 34.08599, 'lng': -116.14036}",1.7737,4506.152,120.7008,1,out and back,,5.0,1,"['views', 'wild-flowers']","['hiking', 'nature-trips']",i,34.08599,-116.14036,39.8,-0.09599999999999938,128.74,5.411
10388993,Scotty's Spring,Death Valley National Park,Death Valley,California,United States,"{'lat': 35.91984, 'lng': -116.68249}",1.7716,17863.674,747.9792,5,out and back,1.0,4.5,2,"['views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",i,35.91984,-116.68249,47.7,4.304,84.71000000000001,0.308
10040394,Pinon Mesa via Hummingbird Spring Trail,Death Valley National Park,Death Valley,California,United States,"{'lat': 36.24851, 'lng': -117.12722}",1.7579,5632.69,305.7144,3,out and back,1.0,2.0,1,"['dogs-no', 'views', 'wild-flowers']","['hiking', 'walking']",i,36.24851,-117.12722,34.7,-4.5,115.03,18.732
10293872,White Wolf to Upper Yosemite Falls to Yosemite Valley Lodge,Yosemite National Park,Wawona,California,United States,"{'lat': 37.86983, 'lng': -119.64895}",1.7357,22530.76,306.9336,5,point to point,2.0,3.0,1,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running']",i,37.86983,-119.64895,26.4,-15.2,290.12,523.88
10335544,White Mountain via Sawmill Walk-in Campground,Yosemite National Park,Lee Vining,California,United States,"{'lat': 37.95597, 'lng': -119.26656}",1.7286,10621.643999999998,606.8568,5,out and back,2.0,4.0,1,['views'],"['camping', 'hiking', 'nature-trips', 'rock-climbing']",i,37.95597,-119.26656,22.796000000000003,-17.596,125.28999999999999,544.649
10257653,Aspen Valley Trail,Yosemite National Park,Groveland,California,United States,"{'lat': 37.8841, 'lng': -119.85089}",1.7169,20921.42,1175.9184,5,point to point,2.0,0.0,0,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips']",i,37.8841,-119.85089,32.3,-9.2,728.8900000000001,305.102
10003914,Jakey Lake Trail,Lassen Volcanic National Park,Chester,California,United States,"{'lat': 40.46698, 'lng': -121.30947}",1.7075,9495.106,345.94800000000015,1,out and back,1.0,3.0,1,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers']","['camping', 'fishing', 'hiking', 'paddle-sports', 'whitewater-kayaking', 'canoeing']",i,40.46698,-121.30947,29.2,-12.5,374.89,416.09400000000005
10257658,White Wolf to Smith Meadow Trail,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.87246, 'lng': -119.64933}",1.7058,25588.506,682.752,3,out and back,2.0,0.0,0,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.87246,-119.64933,26.496000000000002,-15.2,290.12,523.88
10257676,Mather Ranger Station to Smith Meadow Trail,Yosemite National Park,Groveland,California,United States,"{'lat': 37.89321, 'lng': -119.84106}",1.6931,28002.516,938.784,3,out and back,2.0,4.0,2,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i,37.89321,-119.84106,31.8,-9.6,728.8900000000001,305.102
10336695,Crescent Lake from Chilnualna Falls Trailhead,Yosemite National Park,Yosemite Valley,California,United States,"{'lat': 37.548, 'lng': -119.63454}",1.6823,30094.658,1401.7752,5,out and back,2.0,4.0,1,"['dogs-no', 'forest', 'lake', 'waterfall', 'wild-flowers']","['backpacking', 'camping', 'fishing', 'hiking']",i,37.548,-119.63454,33.0,-8.396,682.85,216.01999999999998
